REF #,Date,Dog or Cat,Dog Name,Cat Name,Sex,Age (months),Distance Travelled (m),Owner Location,Vaccination Location,Commune,Previous Vaccination,Time Since Previous Vaccine,Last Vaccination Date,Spayed/Neutered
254,16-Sep-19,dog,petao,,F,24,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
255,16-Sep-19,dog,bouboule,,M,24,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
256,16-Sep-19,dog,mikie,,F,5,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
257,16-Sep-19,dog,mainty  ,,M,60,1500,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
258,16-Sep-19,dog,minou,,M,1.5,1500,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
259,16-Sep-19,dog,mainty,,F,3,1000,Ambohimadera,Ambohimadera,Moramanga,,,,
260,16-Sep-19,dog,kely,,M,3,1000,Ambohimadera,Ambohimadera,Moramanga,,,,
261,16-Sep-19,dog,mara,,F,3,1000,Ambohimadera,Ambohimadera,Moramanga,,,,
262,16-Sep-19,dog,bella,,F,7,1000,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
263,16-Sep-19,cat,,mija,F,6,800,Ambohimadera,Ambohimadera,Moramanga,,,,
264,16-Sep-19,cat,,milou,F,24,800,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
265,16-Sep-19,dog,milou,,F,36,800,Ambohimadera,Ambohimadera,Moramanga,,,,
266,16-Sep-19,cat,,mimie,F,12,800,Ambohimadera,Ambohimadera,Moramanga,,,,
267,16-Sep-19,dog,milou,,M,60,700,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
268,16-Sep-19,dog,mickey,,F,60,800,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
269,16-Sep-19,dog,miki,,F,3,700,Ambohimadera,Ambohimadera,Moramanga,,,,
270,16-Sep-19,dog,bella,,F,48,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
271,16-Sep-19,dog,aliasy,,F,9,700,Ambohimadera,Ambohimadera,Moramanga,,,,
272,16-Sep-19,dog,vigo,,M,12,800,Tsarafasina,Ambohimadera,Moramanga,,,,
273,16-Sep-19,dog,sisah,,M,36,800,Tsarafasina,Ambohimadera,Moramanga,,,,
274,16-Sep-19,dog,rocky,,F,60,400,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
275,16-Sep-19,dog,toto,,F,48,400,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
276,16-Sep-19,dog,patosy,,F,12,300,Ambohimadera,Ambohimadera,Moramanga,,,,
277,16-Sep-19,dog,capitaine,,M,36,400,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
278,16-Sep-19,dog,scoubidou,,M,36,400,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
279,16-Sep-19,dog,blaki,,M,36,300,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
280,16-Sep-19,dog,piwi,,M,11,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
281,16-Sep-19,dog,maromaso,,F,36,400,Ambohimadera,Ambohimadera,Moramanga,,,,
282,16-Sep-19,dog,boby,,M,24,400,Ambohimadera,Ambohimadera,Moramanga,,,,
283,16-Sep-19,dog,topy,,F,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
284,16-Sep-19,dog,boby,,M,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
285,16-Sep-19,dog,toby,,F,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
286,16-Sep-19,dog,Boby,,F,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
287,16-Sep-19,cat,,mimie,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
288,16-Sep-19,cat,,minette,F,24,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
289,16-Sep-19,dog,bill,,F,72,1000,Camp des marie,Ambohimadera,Moramanga,,,,
290,16-Sep-19,dog,miky,,F,12,100,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
291,16-Sep-19,dog,rocky,,F,12,100,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
292,16-Sep-19,dog,bobby,,M,12,100,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
293,16-Sep-19,dog,bidou,,M,24,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
294,16-Sep-19,dog,popette,,F,36,800,Ambohimadera,Ambohimadera,Moramanga,,,,
295,16-Sep-19,dog,boby,,M,48,700,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
296,16-Sep-19,dog,billy,,M,24,700,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
297,16-Sep-19,dog,dodjy,,M,12,700,Ambohimadera,Ambohimadera,Moramanga,,,,
298,16-Sep-19,dog,jessy,,M,24,700,Ambohimadera,Ambohimadera,Moramanga,,,,
299,16-Sep-19,cat,,mimie,F,12,700,Ambohimadera,Ambohimadera,Moramanga,,,,
300,16-Sep-19,dog,nilin,,M,72,1000,Tanambao,Ambohimadera,Moramanga,,,,
301,16-Sep-19,dog,black,,M,24,1000,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
302,16-Sep-19,dog,max,,M,24,400,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
303,16-Sep-19,dog,ballon,,M,10,1000,Ambohimadera,Ambohimadera,Moramanga,,,,
304,16-Sep-19,cat,,mimi,M,12,1000,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
305,16-Sep-19,dog,azira,,M,18,1000,cite gare Ambohimadera,Ambohimadera,Moramanga,,,,
306,16-Sep-19,dog,milou,,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
307,16-Sep-19,dog,rocky,,M,36,1000,Ambohimadera,Ambohimadera,Moramanga,YES,17,12-Apr-18,
308,16-Sep-19,dog,joky,,F,24,30,Ambohimadera,Ambohimadera,Moramanga,,,,
309,16-Sep-19,dog,bekopaky,,M,12,100,Tsarafasina,Ambohimadera,Moramanga,,,,
310,16-Sep-19,dog,beky,,F,60,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
311,17-Sep-19,cat,,rex,M,48,400,Ambohimadera,Ambohimadera,Moramanga,,,,
312,17-Sep-19,cat,,tonia,F,24,400,Ambohimadera,Ambohimadera,Moramanga,,,,
313,17-Sep-19,cat,,mitenze,F,48,500,Ambohimadera,Ambohimadera,Moramanga,,,,
314,17-Sep-19,dog,bobby,,M,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
315,17-Sep-19,dog,miki,,M,5,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
316,17-Sep-19,dog,spooki,,F,5,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
317,17-Sep-19,cat,,mitsou,F,24,350,Ambohimadera,Ambohimadera,Moramanga,,,,
318,17-Sep-19,dog,mainty kely,,M,36,1000,Ambohimadera,Ambohimadera,Moramanga,,,,
319,17-Sep-19,dog,rocky,,M,36,700,Tsarafasina,Ambohimadera,Moramanga,,,,
320,17-Sep-19,dog,blacky,,F,24,300,Ambohimadera,Ambohimadera,Moramanga,YES,17,14-Apr-18,
321,17-Sep-19,dog,rocky,,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,08-Apr-18,
322,17-Sep-19,cat,,minou,F,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
323,17-Sep-19,cat,,nonosy,F,24,500,Ambohimadera,Ambohimadera,Moramanga,,,,
324,17-Sep-19,cat,,milay,F,7,500,Ambohimadera,Ambohimadera,Moramanga,,,,
325,17-Sep-19,dog,milou,,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
326,17-Sep-19,dog,bobine,,F,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
327,17-Sep-19,cat,,minette,F,9,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
328,17-Sep-19,dog,milou,,F,132,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
329,17-Sep-19,dog,milou,,F,24,100,Ambohimadera,Ambohimadera,Moramanga,,,,
330,17-Sep-19,dog,micky,,M,6,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
331,17-Sep-19,dog,milou,,F,24,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,01-Apr-18,
332,17-Sep-19,cat,,bico,F,24,500,Ambohimadera,Ambohimadera,Moramanga,,,,
333,17-Sep-19,cat,,illico,M,4,500,Ambohimadera,Ambohimadera,Moramanga,,,,
334,17-Sep-19,cat,,vicko,M,8,500,Ambohimadera,Ambohimadera,Moramanga,,,,
335,17-Sep-19,dog,milou,,F,36,300,Ambohimadera,Ambohimadera,Moramanga,,,,
336,17-Sep-19,cat,,minah,F,6,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
337,17-Sep-19,cat,,mimie,M,18,100,Ambohimadera,Ambohimadera,Moramanga,,,,
338,17-Sep-19,cat,,minette,M,12,100,Ambohimadera,Ambohimadera,Moramanga,,,,
339,17-Sep-19,dog,micky,,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,12-Apr-18,
340,17-Sep-19,dog,blacky,,M,24,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
341,17-Sep-19,dog,bobby,,M,48,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
342,17-Sep-19,dog,box,,M,8,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
343,17-Sep-19,dog,medor,,M,8,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
344,17-Sep-19,dog,roxy,,F,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
345,17-Sep-19,dog,bobie,,F,12,1500,Ambahibe,Ambohimadera,Moramanga,,,,
346,17-Sep-19,cat,,mimie,M,48,900,Tsarafasina,Ambohimadera,Moramanga,YES,17,01-Apr-18,
347,17-Sep-19,dog,tarone,,M,8,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
348,17-Sep-19,dog,toto,,F,18,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,01-Apr-18,
349,17-Sep-19,dog,pelika,,M,108,1000,Tsarafasina,Ambohimadera,Moramanga,YES,17,01-Apr-18,
350,17-Sep-19,dog,miky,,F,18,1500,Bemasoandro,Ambohimadera,Moramanga,,,,
351,17-Sep-19,dog,abboy,,M,12,1000,Tsarafasina,Ambohimadera,Moramanga,YES,5,12-Apr-19,
352,17-Sep-19,dog,makay,,M,6,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
353,17-Sep-19,dog,bobby,,M,14,800,Tsarafasina,Ambohimadera,Moramanga,,,,
354,17-Sep-19,cat,,mimie,F,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
355,17-Sep-19,dog,milou,,F,24,250,Ambohimadera,Ambohimadera,Moramanga,,,,
356,17-Sep-19,cat,,minou,F,24,600,Ambohimadera,Ambohimadera,Moramanga,,,,
357,17-Sep-19,dog,toto,,F,132,150,Ambohimadera,Ambohimadera,Moramanga,,,,
358,17-Sep-19,dog,doudoule,,F,9,200,Ambohimadera,Ambohimadera,Moramanga,,,,
359,17-Sep-19,dog,toto,,F,24,200,Ambohimadera,Ambohimadera,Moramanga,,,,
360,17-Sep-19,dog,copain,,M,18,700,Ambohimadera,Ambohimadera,Moramanga,,,,
361,17-Sep-19,dog,milou,,M,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
362,17-Sep-19,dog,kio,,M,12,100,Ambohimadera,Ambohimadera,Moramanga,,,,
363,17-Sep-19,cat,,mimie,M,12,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
364,17-Sep-19,dog,jenah,,F,24,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
365,17-Sep-19,dog,bonnie,,F,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
366,17-Sep-19,dog,bobbi,,M,4,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
367,17-Sep-19,cat,,piso,F,3.5,500,Ambohimadera,Ambohimadera,Moramanga,,,,
368,17-Sep-19,cat,,minette,F,12,300,Ambohimadera,Ambohimadera,Moramanga,,,,
369,17-Sep-19,dog,dongo,,F,5,1500,Tanambao,Ambohimadera,Moramanga,,,,
370,17-Sep-19,cat,,mince,F,6,1500,Tanambao,Ambohimadera,Moramanga,,,,
371,17-Sep-19,dog,white,,M,4,800,Tsarafasina,Ambohimadera,Moramanga,,,,
372,17-Sep-19,cat,,mimie,F,10,100,Ambohimadera,Ambohimadera,Moramanga,,,,
373,17-Sep-19,dog,piwi,,M,60,500,Tsarafasina,Ambohimadera,Moramanga,,,,
374,17-Sep-19,cat,,minou,F,24,900,Tsarafasina,Ambohimadera,Moramanga,YES,5,12-Apr-19,
375,17-Sep-19,dog,milou,,M,4,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
376,17-Sep-19,dog,milaina,,M,4,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
377,17-Sep-19,dog,kali,,M,7,2000,Tsarafasina,Ambohimadera,Moramanga,,,,
378,17-Sep-19,dog,bolt,,M,36,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
379,17-Sep-19,dog,bika,,F,84,700,Ambohimadera,Ambohimadera,Moramanga,,,,
380,17-Sep-19,dog,bisou,,F,24,700,Ambohimadera,Ambohimadera,Moramanga,,,,
381,17-Sep-19,dog,balto,,M,24,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
382,17-Sep-19,dog,patou,,M,108,1000,Tsarafasina,Ambohimadera,Moramanga,,,,
383,17-Sep-19,dog,bobie,,F,24,1500,Ambohimadera,Ambohimadera,Moramanga,,,,
384,20-Sep-19,dog,bratolte,,M,48,700,Befotsy,Befotsy,Ambohibary,YES,16,01-May-18,
385,20-Sep-19,dog,japi,,F,18,1000,Befotsy,Befotsy,Ambohibary,,,,
386,20-Sep-19,dog,jira,,M,60,1000,Befotsy,Befotsy,Ambohibary,YES,13,25-Jul-18,YES
387,20-Sep-19,dog,rica,,M,60,1000,Befotsy,Befotsy,Ambohibary,YES,13,25-Jul-18,YES
388,20-Sep-19,dog,kamavo,,M,21.6,700,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,
389,20-Sep-19,dog,milou,,M,9,700,Befotsy,Befotsy,Ambohibary,,,,
390,20-Sep-19,dog,bobby,,M,24,700,Befotsy,Befotsy,Ambohibary,,,,
391,20-Sep-19,dog,kavanga,,M,48,3000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
392,20-Sep-19,dog,bobby,,M,36,40,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
393,20-Sep-19,dog,totosy,,M,10,300,Analalava,Befotsy,Ambohibary,,,,
394,20-Sep-19,dog,maromaso,,M,24,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
395,20-Sep-19,dog,milou,,M,48,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
396,20-Sep-19,dog,nonosy,,F,60,1000,Befotsy,Befotsy,Ambohibary,,,,
397,20-Sep-19,dog,mbitrika,,F,48,700,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
398,20-Sep-19,dog,bevolo,,F,24,1500,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
399,20-Sep-19,dog,tox,,M,108,1500,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
400,20-Sep-19,dog,maromaso,,M,4,3000,Befotsy,Befotsy,Ambohibary,,,,
401,20-Sep-19,dog,totosy,,F,24,500,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
402,20-Sep-19,dog,manjamavo,,M,18,3000,Befotsy,Befotsy,Ambohibary,,,,
403,20-Sep-19,dog,bolo,,M,12,2000,Befotsy,Befotsy,Ambohibary,,,,
404,20-Sep-19,dog,toxi,,M,24,1500,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
405,20-Sep-19,dog,maromaso,,M,36,500,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
406,20-Sep-19,dog,gara,,F,12,500,Befotsy,Befotsy,Ambohibary,,,,
407,20-Sep-19,dog,gosy,,M,30,2000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
408,20-Sep-19,dog,micky,,M,36,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
409,20-Sep-19,dog,toto ,,M,36,100,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
410,20-Sep-19,dog,kamainty,,M,36,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
411,20-Sep-19,dog,toto,,F,7,1000,Befotsy,Befotsy,Ambohibary,,,,
412,20-Sep-19,dog,rox,,M,36,2000,Mahazina,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
413,20-Sep-19,dog,micky,,M,12,2000,Mahazina,Befotsy,Ambohibary,,,,
414,20-Sep-19,dog,rocky,,M,12,2000,Mahazina,Befotsy,Ambohibary,,,,
415,20-Sep-19,dog,kapsily,,M,12,30,Befotsy,Befotsy,Ambohibary,,,,
416,20-Sep-19,dog,vicky,,M,24,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
417,20-Sep-19,dog,medor,,M,12,2000,Mahazina,Befotsy,Ambohibary,,,,
418,20-Sep-19,dog,kamena,,F,24,2000,Befotsy,Befotsy,Ambohibary,,,,
419,20-Sep-19,dog,brossy,,F,12,1000,Befotsy,Befotsy,Ambohibary,,,,
420,20-Sep-19,dog,borosy,,F,36,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
421,20-Sep-19,dog,kapsily,,M,24,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
422,20-Sep-19,dog,merona,,M,12,1000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
423,20-Sep-19,dog,kavanga,,F,12,2000,Befotsy,Befotsy,Ambohibary,,,,
424,20-Sep-19,dog,borosy,,M,24,2000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
425,20-Sep-19,dog,bildogy,,M,12,2000,Befotsy,Befotsy,Ambohibary,,,,
426,20-Sep-19,dog,kamena,,M,24,2000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
427,20-Sep-19,dog,rafotsy,,M,24,2000,Befotsy,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
428,20-Sep-19,dog,toxi,,F,36,500,Befotsy,Befotsy,Ambohibary,,,,
429,20-Sep-19,dog,Dola,,M,24,800,BEFOTSY AMBOHIBARY,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
430,20-Sep-19,dog,rasta,,M,24,1000,BEFOTSY AMBOHIBARY,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
431,20-Sep-19,dog,toto,,M,24,1000,BEFOTSY AMBOHIBARY,Befotsy,Ambohibary,YES,14,01-Jul-18,YES
432,23-Sep-19,dog,toto,,F,24,,Moramanga,Moramanga,Moramanga,YES,14,01-Jul-18,NO
433,23-Sep-19,dog,Milou,,M,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
434,23-Sep-19,dog,michou,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
435,23-Sep-19,dog,Favy,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
436,23-Sep-19,dog,Tongaoazy,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
437,23-Sep-19,dog,Tsitsi,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
438,23-Sep-19,dog,Merona,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
439,23-Sep-19,dog,ngerona,,F,3,,Moramanga,Moramanga,Moramanga,NO,,NO,NO
440,23-Sep-19,cat,,Minette,F,24,700,Antanamandroso,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
441,23-Sep-19,cat,,Mimi,M,12,1000,Antanamandroso,Antanamandroso,Moramanga,NO,,NO,NO
442,23-Sep-19,cat,,mimi,F,24,1000,Antanamandroso,Antanamandroso,Moramanga,NO,,NO,NO
443,23-Sep-19,cat,,Piso,F,36,1000,Antanamandroso,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
444,23-Sep-19,cat,,telovolo,F,36,1000,Antanamandroso,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
445,23-Sep-19,cat,,mara,F,12,700,Antanamandroso,Antanamandroso,Moramanga,NO,,NO,NO
446,23-Sep-19,cat,,manja,F,12,1500,Antanamandroso,Antanamandroso,Moramanga,NO,,NO,NO
447,23-Sep-19,cat,,Cathy,F,12,1000,Antanamandroso,Antanamandroso,Moramanga,NO,,NO,NO
448,23-Sep-19,cat,,mimi,F,30,2000,MORAMANGA AMBONY,Antanamandroso,Moramanga,NO,,NO,NO
449,23-Sep-19,cat,,Minette,M,14,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
450,23-Sep-19,cat,,Piso,M,24,,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
451,23-Sep-19,cat,,lekary,M,18,2000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
452,23-Sep-19,cat,,vanga,F,10,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
453,23-Sep-19,cat,,Mimi,F,24,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
454,23-Sep-19,cat,,Mimi,F,60,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
455,23-Sep-19,cat,,piso,F,12,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
456,23-Sep-19,dog,Ngerona,,F,72,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
457,23-Sep-19,dog,Milou,,M,12,400,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
458,23-Sep-19,dog,bobby,,F,8,3000,SAHAFITAHANA AMBOHIBARY,Antanamandroso,Moramanga,NO,,NO,NO
459,23-Sep-19,dog,levangaratsy,,F,9,300,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
460,23-Sep-19,dog,Lavarambo,,F,48,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
461,23-Sep-19,dog,Tonga hoazy,,M,36,,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
462,23-Sep-19,dog,Tsy atoro,,F,12,800,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
463,23-Sep-19,dog,Ngovitra,,M,14,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
464,23-Sep-19,dog,Bobby,,M,3,2000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
465,23-Sep-19,dog,Dogy,,M,36,2000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
466,23-Sep-19,dog,lemara,,F,36,,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
467,23-Sep-19,dog,Fotsiloha,,M,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
468,23-Sep-19,dog,Malia,,F,36,3000,AMBODIAKONDRO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
469,23-Sep-19,dog,Bouba,,F,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
470,23-Sep-19,dog,Friska,,M,12,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
471,23-Sep-19,dog,Dora,,M,24,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
472,23-Sep-19,dog,Doudoune,,M,36,900,ANTANIFASIKA MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
473,23-Sep-19,dog,Boy,,M,8,500,MORAMANGA AMBONY,Antanamandroso,Moramanga,NO,,NO,NO
474,23-Sep-19,dog,Malia,,M,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
475,23-Sep-19,dog,toto,,M,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
476,23-Sep-19,dog,dixy,,M,5,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
477,23-Sep-19,dog,rex,,M,10,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
478,23-Sep-19,dog,roxy,,M,24,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
479,23-Sep-19,dog,medine,,M,10,2000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
480,23-Sep-19,dog,kango,,M,6,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
481,23-Sep-19,dog,bolka,,M,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
482,23-Sep-19,dog,bolofitra,,F,48,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
483,23-Sep-19,dog,rocky,,M,48,500,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
484,23-Sep-19,dog,lemena,,F,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
485,23-Sep-19,dog,fotsybe,,F,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
486,23-Sep-19,dog,Bobby,,M,24,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
487,23-Sep-19,dog,roxy,,F,36,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
488,23-Sep-19,dog,donga,,M,5,700,CAMP DE MARIE,Antanamandroso,Moramanga,NO,,NO,NO
489,23-Sep-19,dog,lava andilana,,M,48,700,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,YES,17,01-Apr-18,NO
490,23-Sep-19,dog,toto,,F,48,1000,ANTANAMANDROSO MORAMANGA,Antanamandroso,Moramanga,NO,,NO,NO
491,30-Sep-19,cat,,mimi,M,24,50,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
492,30-Sep-19,cat,,mimi,M,48,10,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
493,30-Sep-19,dog,Rex,,F,84,50,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
494,30-Sep-19,dog,toto,,F,96,50,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
495,30-Sep-19,dog,Mavo,,F,24,50,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,NO,,NO,NO
496,30-Sep-19,dog,Kamena,,M,24,500,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
497,30-Sep-19,dog,Foty,,M,36,300,MORAMANGA AMBONY,Moramanga Ambony,Moramanga,YES,17,01-Apr-18,NO
